MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Access Time,Clock Frequency,DigiKey Programmable,Grade,Memory Format,Memory Interface,Memory Organization,Memory Size,Memory Type,Operating Temperature,Qualification,Series,Technology,Voltage - Supply,"Write Cycle Time - Word, Page"
FM25V20A-GTR,Infineon Technologies,IC FRAM 2MBIT SPI 40MHZ 8SOIC,memory,10456,25.98,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6042/FM25V20A_RevJ_12-22-23.pdf,https://www.digikey.com/en/products/detail/infineon-technologies/FM25V20A-GTR/5004796,,40 MHz,Not Verified,,FRAM,SPI,256K x 8,2Mbit,Non-Volatile,-40°C ~ 85°C (TA),,F-RAM™,FRAM (Ferroelectric RAM),2V ~ 3.6V,
FM25VN10-G,Infineon Technologies,IC FRAM 1MBIT SPI 40MHZ 8SOIC,memory,707,19.72,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.infineon.com/dgdl/Infineon-FM25V10_1-Mbit_(128_K_8)_Serial_(SPI)_F-RAM-DataSheet-v12_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ebe03d63127&utm_source=cypress&utm_medium=referral&utm_campaign=202110_globe_en_all_integration-files,https://www.digikey.com/en/products/detail/infineon-technologies/FM25VN10-G/3788677,,40 MHz,Not Verified,,FRAM,SPI,128K x 8,1Mbit,Non-Volatile,-40°C ~ 85°C (TA),,F-RAM™,FRAM (Ferroelectric RAM),2V ~ 3.6V,
FM25W256-GTR,Infineon Technologies,IC FRAM 256KBIT SPI 20MHZ 8SOIC,memory,4647,8.45,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.infineon.com/dgdl/Infineon-FM25W256_256_KBIT_(32K_X_8)_SERIAL_(SPI)_F-RAM-DataSheet-v09_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ebe07f1312f&utm_source=cypress&utm_medium=referral&utm_campaign=202110_globe_en_all_integration-files,https://www.digikey.com/en/products/detail/infineon-technologies/FM25W256-GTR/3788968,,20 MHz,Not Verified,,FRAM,SPI,32K x 8,256Kbit,Non-Volatile,-40°C ~ 85°C (TA),,F-RAM™,FRAM (Ferroelectric RAM),2.7V ~ 5.5V,
FM28V020-SGTR,Infineon Technologies,IC FRAM 256KBIT PARALLEL 28SOIC,memory,1140,16.8,"28-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.infineon.com/dgdl/Infineon-FM28V020_256_KBIT_(32K_X_8)_F-RAM_MEMORY-DataSheet-v09_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ec8aa524123&utm_source=cypress&utm_medium=referral&utm_campaign=202110_globe_en_all_integration-files,https://www.digikey.com/en/products/detail/infineon-technologies/FM28V020-SGTR/4090366,140 ns,,Not Verified,,FRAM,Parallel,32K x 8,256Kbit,Non-Volatile,-40°C ~ 85°C (TA),,F-RAM™,FRAM (Ferroelectric RAM),2V ~ 3.6V,140ns
FM28V020-TG,Infineon Technologies,IC FRAM 256KBIT PARALLEL 32STSOP,memory,575,16.29,"32-TFSOP (0.465"", 11.80mm Width)",Surface Mount,Active,https://www.infineon.com/dgdl/Infineon-FM28V020_256_KBIT_(32K_X_8)_F-RAM_MEMORY-DataSheet-v09_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ec8aa524123&utm_source=cypress&utm_medium=referral&utm_campaign=202110_globe_en_all_integration-files,https://www.digikey.com/en/products/detail/infineon-technologies/FM28V020-TG/3878558,140 ns,,Not Verified,,FRAM,Parallel,32K x 8,256Kbit,Non-Volatile,-40°C ~ 85°C (TA),,F-RAM™,FRAM (Ferroelectric RAM),2V ~ 3.6V,140ns
FM28V100-TG,Infineon Technologies,IC FRAM 1MBIT PARALLEL 32TSOP I,memory,323,29.9,"32-TFSOP (0.465"", 11.80mm Width)",Surface Mount,Active,https://www.infineon.com/dgdl/Infineon-FM28V100_1_MBIT_(128K_X_8)_F-RAM_MEMORY-DataSheet-v08_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ec8921d410d&utm_source=cypress&utm_medium=referral&utm_campaign=202110_globe_en_all_integration-files,https://www.digikey.com/en/products/detail/infineon-technologies/FM28V100-TG/3788980,90 ns,,Not Verified,,FRAM,Parallel,128K x 8,1Mbit,Non-Volatile,-40°C ~ 85°C (TA),,F-RAM™,FRAM (Ferroelectric RAM),2V ~ 3.6V,90ns
IS61C25616AS-25TLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 4MBIT PARALLEL 44TSOP II,memory,506,5.56,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/61-64C25616AL-AS.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61C25616AS-25TLI/1790124,25 ns,,Not Verified,,SRAM,Parallel,256K x 16,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,4.5V ~ 5.5V,25ns
IS61C5128AS-25QLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 4MBIT PARALLEL 32SOP,memory,656,5.56,"32-SOIC (0.445"", 11.30mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/61-64C5128AL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61C5128AS-25QLI/1790126,25 ns,,Not Verified,,SRAM,Parallel,512K x 8,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,4.5V ~ 5.5V,25ns
IS61C6416AL-12TLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 1MBIT PARALLEL 44TSOP II,memory,635,3.72,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/61C6416AL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61C6416AL-12TLI/1557130,12 ns,,Not Verified,,SRAM,Parallel,64K x 16,1Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,4.5V ~ 5.5V,12ns
IS61LPS25636A-200TQLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 9MBIT PARALLEL 100TQFP,memory,255,19.46,100-LQFP,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/731/IS61VPS_LPS25636A_51218A.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61LPS25636A-200TQLI/1557216,3.1 ns,200 MHz,Not Verified,,SRAM,Parallel,256K x 36,9Mbit,Volatile,-40°C ~ 85°C (TA),,,"SRAM - Synchronous, SDR",3.135V ~ 3.465V,
IS61LV12816L-10TL,"ISSI, Integrated Silicon Solution Inc",IC SRAM 2MBIT PARALLEL 44TSOP II,memory,626,5.81,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/704/IS61LV12816L.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61LV12816L-10TL/1555406,10 ns,,Not Verified,,SRAM,Parallel,128K x 16,2Mbit,Volatile,0°C ~ 70°C (TA),,,SRAM - Asynchronous,3.135V ~ 3.6V,10ns
IS61LV25616AL-10BLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 4MBIT PARALLEL 48TFBGA,memory,440,6.24,48-TFBGA,Surface Mount,Last Time Buy,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/961/IS61LV25616AL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61LV25616AL-10BLI/1555407,10 ns,,Not Verified,,SRAM,Parallel,256K x 16,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,3.135V ~ 3.6V,10ns
IS61LV25616AL-10TL,"ISSI, Integrated Silicon Solution Inc",IC SRAM 4MBIT PARALLEL 44TSOP II,memory,3393,7.27,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/961/IS61LV25616AL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61LV25616AL-10TL/1555408,10 ns,,Not Verified,,SRAM,Parallel,256K x 16,4Mbit,Volatile,0°C ~ 70°C (TA),,,SRAM - Asynchronous,3.135V ~ 3.6V,10ns
IS61LV25616AL-10TL-TR,"ISSI, Integrated Silicon Solution Inc",IC SRAM 4MBIT PARALLEL 44TSOP II,memory,785,7.49,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/961/IS61LV25616AL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61LV25616AL-10TL-TR/1557301,10 ns,,Not Verified,,SRAM,Parallel,256K x 16,4Mbit,Volatile,0°C ~ 70°C (TA),,,SRAM - Asynchronous,3.135V ~ 3.6V,10ns
IS61LV25616AL-10TLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 4MBIT PARALLEL 44TSOP II,memory,1987,7.61,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/961/IS61LV25616AL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61LV25616AL-10TLI/1557304,10 ns,,Not Verified,,SRAM,Parallel,256K x 16,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,3.135V ~ 3.6V,10ns
IS61LV256AL-10TLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 256KBIT PAR 28TSOP I,memory,5514,2.31,"28-TSSOP (0.465"", 11.80mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/61LV256AL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61LV256AL-10TLI/1555410,10 ns,,Not Verified,,SRAM,Parallel,32K x 8,256Kbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,3.135V ~ 3.6V,10ns
IS61WV102416BLL-10MLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 16MBIT PAR 48MINIBGA,memory,2174,30.23,48-TFBGA,Surface Mount,Active,https://www.issi.com/WW/pdf/61WV102416ALL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61WV102416BLL-10MLI/1557454,10 ns,,Not Verified,,SRAM,Parallel,1M x 16,16Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.4V ~ 3.6V,10ns
IS61WV102416BLL-10TLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 16MBIT PARALLEL 48TSOP I,memory,2621,29.69,"48-TFSOP (0.724"", 18.40mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/61WV102416ALL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61WV102416BLL-10TLI/1557456,10 ns,,Not Verified,,SRAM,Parallel,1M x 16,16Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.4V ~ 3.6V,10ns
IS61WV102416DBLL-10BLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 16MBIT PARALLEL 48TFBGA,memory,306,21.2,48-TFBGA,Surface Mount,Active,https://www.issi.com/WW/pdf/61-64WV102416DALL_BLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61WV102416DBLL-10BLI/6202016,10 ns,,Not Verified,,SRAM,Parallel,1M x 16,16Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.4V ~ 3.6V,10ns
IS61WV102416DBLL-10TLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 16MBIT PARALLEL 48TSOP I,memory,327,19.61,"48-TFSOP (0.724"", 18.40mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/61-64WV102416DALL_BLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61WV102416DBLL-10TLI/6202017,10 ns,,Not Verified,,SRAM,Parallel,1M x 16,16Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.4V ~ 3.6V,10ns
IS61WV10248BLL-10TLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 8MBIT PARALLEL 44TSOP II,memory,1566,22.35,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/61-64WV10248.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61WV10248BLL-10TLI/1557460,10 ns,,Not Verified,,SRAM,Parallel,1M x 8,8Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.4V ~ 3.6V,10ns
IS61WV10248EDBLL-10TLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 8MBIT PARALLEL 44TSOP II,memory,195,17.4,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/61-64WV10248EDBLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61WV10248EDBLL-10TLI/4861925,10 ns,,Not Verified,,SRAM,Parallel,1M x 8,8Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.4V ~ 3.6V,10ns
IS61WV12816DBLL-10BLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 2MBIT PARALLEL 48TFBGA,memory,480,4.87,48-TFBGA,Surface Mount,Active,https://www.issi.com/WW/pdf/61-64WV12816DALL-DBLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61WV12816DBLL-10BLI/1981773,10 ns,,Not Verified,,SRAM,Parallel,128K x 16,2Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,3V ~ 3.6V,10ns
IS61WV1288EEBLL-10TLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 1MBIT PARALLEL 32TSOP II,memory,2271,3.48,"32-SOIC (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/61-64WV1288EEBLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61WV1288EEBLL-10TLI/4861931,10 ns,,Not Verified,,SRAM,Parallel,128K x 8,1Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.4V ~ 3.6V,10ns
IS61WV20488BLL-10TLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 16MBIT PAR 44TSOP II,memory,980,33.54,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/61-64WV20488.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61WV20488BLL-10TLI/1557466,10 ns,,Not Verified,,SRAM,Parallel,2M x 8,16Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.4V ~ 3.6V,10ns
IS61WV25616BLL-10BLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 4MBIT PARALLEL 48TFBGA,memory,1905,5.22,48-TFBGA,Surface Mount,Active,https://www.issi.com/WW/pdf/61-64WV25616.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61WV25616BLL-10BLI/1831380,10 ns,,Not Verified,,SRAM,Parallel,256K x 16,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.4V ~ 3.6V,10ns
IS61WV25616BLL-10TL,"ISSI, Integrated Silicon Solution Inc",IC SRAM 4MBIT PARALLEL 44TSOP II,memory,915,5.33,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/61-64WV25616.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61WV25616BLL-10TL/1831295,10 ns,,Not Verified,,SRAM,Parallel,256K x 16,4Mbit,Volatile,0°C ~ 70°C (TA),,,SRAM - Asynchronous,2.4V ~ 3.6V,10ns
IS61WV25616BLL-10TLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 4MBIT PARALLEL 44TSOP II,memory,1441,5.56,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/61-64WV25616.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61WV25616BLL-10TLI/1831299,10 ns,,Not Verified,,SRAM,Parallel,256K x 16,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.4V ~ 3.6V,10ns
IS61WV25616BLL-10TLI-TR,"ISSI, Integrated Silicon Solution Inc",IC SRAM 4MBIT PARALLEL 44TSOP II,memory,5715,5.56,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/61-64WV25616.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61WV25616BLL-10TLI-TR/1831419,10 ns,,Not Verified,,SRAM,Parallel,256K x 16,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.4V ~ 3.6V,10ns
IS61WV25616EDBLL-10TLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 4MBIT PARALLEL 44TSOP II,memory,186,5.1,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/61-64WV25616EDBLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61WV25616EDBLL-10TLI/2799144,10 ns,,Not Verified,,SRAM,Parallel,256K x 16,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.4V ~ 3.6V,10ns
IS61WV51216BLL-10MLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 8MBIT PARALLEL 48MINIBGA,memory,732,23.22,48-TFBGA,Surface Mount,Active,https://www.issi.com/WW/pdf/61-64WV51216.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61WV51216BLL-10MLI/1831439,10 ns,,Not Verified,,SRAM,Parallel,512K x 16,8Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.4V ~ 3.6V,10ns
IS61WV51216BLL-10TLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 8MBIT PARALLEL 44TSOP II,memory,717,21.92,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/61-64WV51216.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61WV51216BLL-10TLI/1831376,10 ns,,Not Verified,,SRAM,Parallel,512K x 16,8Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.4V ~ 3.6V,10ns
IS61WV51216EDBLL-10BLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 8MBIT PARALLEL 48TFBGA,memory,3784,17.42,48-TFBGA,Surface Mount,Active,https://www.issi.com/WW/pdf/61-64WV51216EDBLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61WV51216EDBLL-10BLI/4861946,10 ns,,Not Verified,,SRAM,Parallel,512K x 16,8Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.4V ~ 3.6V,10ns
IS61WV51216EDBLL-10TLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 8MBIT PARALLEL 44TSOP II,memory,270,16.68,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/61-64WV51216EDBLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61WV51216EDBLL-10TLI/4861948,10 ns,,Not Verified,,SRAM,Parallel,512K x 16,8Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.4V ~ 3.6V,10ns
IS61WV5128BLL-10BLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 4MBIT PARALLEL 36TFBGA,memory,2360,5.22,36-TFBGA,Surface Mount,Active,https://www.issi.com/WW/pdf/61-64WV5128Axx-Bxx.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61WV5128BLL-10BLI/1894614,10 ns,,Not Verified,,SRAM,Parallel,512K x 8,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.4V ~ 3.6V,10ns
IS61WV5128BLL-10TLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 4MBIT PARALLEL 44TSOP II,memory,2942,5.44,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/61-64WV5128Axx-Bxx.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61WV5128BLL-10TLI/1831300,10 ns,,Not Verified,,SRAM,Parallel,512K x 8,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.4V ~ 3.6V,10ns
IS61WV5128EDBLL-10TLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 4MBIT PARALLEL 44TSOP II,memory,331,5.44,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/61-64WV5128EDBLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS61WV5128EDBLL-10TLI/2799145,10 ns,,Not Verified,,SRAM,Parallel,512K x 8,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.4V ~ 3.6V,10ns
IS62C1024AL-35QLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 1MBIT PARALLEL 32SOP,memory,2153,3.13,"32-SOIC (0.445"", 11.30mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/62-65C1024AL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62C1024AL-35QLI/1555414,35 ns,,Not Verified,,SRAM,Parallel,128K x 8,1Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,4.5V ~ 5.5V,35ns
IS62C1024AL-35QLI-TR,"ISSI, Integrated Silicon Solution Inc",IC SRAM 1MBIT PARALLEL 32SOP,memory,9153,3.13,"32-SOIC (0.445"", 11.30mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/62-65C1024AL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62C1024AL-35QLI-TR/1557477,35 ns,,Not Verified,,SRAM,Parallel,128K x 8,1Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,4.5V ~ 5.5V,35ns
IS62C1024AL-35TLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 1MBIT PARALLEL 32TSOP I,memory,3901,4.87,"32-TFSOP (0.724"", 18.40mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/62-65C1024AL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62C1024AL-35TLI/1555415,35 ns,,Not Verified,,SRAM,Parallel,128K x 8,1Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,4.5V ~ 5.5V,35ns
IS62C1024AL-35TLI-TR,"ISSI, Integrated Silicon Solution Inc",IC SRAM 1MBIT PARALLEL 32TSOP I,memory,3115,4.87,"32-TFSOP (0.724"", 18.40mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/62-65C1024AL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62C1024AL-35TLI-TR/1557481,35 ns,,Not Verified,,SRAM,Parallel,128K x 8,1Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,4.5V ~ 5.5V,35ns
IS62C256AL-45TLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 256KBIT PAR 28TSOP I,memory,2278,2.31,"28-TSSOP (0.465"", 11.80mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/62-65C256AL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62C256AL-45TLI/1557488,45 ns,,Not Verified,,SRAM,Parallel,32K x 8,256Kbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,4.5V ~ 5.5V,45ns
IS62C256AL-45ULI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 256KBIT PARALLEL 28SOP,memory,11214,2.31,"28-SOIC (0.330"", 8.38mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/62-65C256AL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62C256AL-45ULI/1555416,45 ns,,Not Verified,,SRAM,Parallel,32K x 8,256Kbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,4.5V ~ 5.5V,45ns
IS62C256AL-45ULI-TR,"ISSI, Integrated Silicon Solution Inc",IC SRAM 256KBIT PARALLEL 28SOP,memory,1003,2.31,"28-SOIC (0.330"", 8.38mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/62-65C256AL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62C256AL-45ULI-TR/1557491,45 ns,,Not Verified,,SRAM,Parallel,32K x 8,256Kbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,4.5V ~ 5.5V,45ns
IS62LV256AL-45TLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 256KBIT PAR 28TSOP I,memory,3368,2.31,"28-TSSOP (0.465"", 11.80mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/62-65LV256AL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62LV256AL-45TLI/1555417,45 ns,,Not Verified,,SRAM,Parallel,32K x 8,256Kbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,3V ~ 3.6V,45ns
IS62WV102416EBLL-45BLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 16MBIT PARALLEL 48VFBGA,memory,127,16.52,48-VFBGA,Surface Mount,Active,https://www.issi.com/WW/pdf/62-65WV102416EALL-BLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62WV102416EBLL-45BLI/5320091,45 ns,,Not Verified,,SRAM,Parallel,1M x 16,16Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.2V ~ 3.6V,45ns
IS62WV12816BLL-55TLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 2MBIT PARALLEL 44TSOP II,memory,823,4.53,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/62WV12816ALL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62WV12816BLL-55TLI/1555418,55 ns,,Not Verified,,SRAM,Parallel,128K x 16,2Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.5V ~ 3.6V,55ns
IS62WV12816BLL-55TLI-TR,"ISSI, Integrated Silicon Solution Inc",IC SRAM 2MBIT PARALLEL 44TSOP II,memory,920,4.53,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/62WV12816ALL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62WV12816BLL-55TLI-TR/1557521,55 ns,,Not Verified,,SRAM,Parallel,128K x 16,2Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.5V ~ 3.6V,55ns
